search_stage,dataset_id,dataset_label,profile_id,family,description,preselection_method,is_baseline,run_count,benchmark_rows,benchmark_count,best_available_test_rmse_mean,best_available_test_rmse_std,best_available_test_mae_mean,best_available_test_mae_std,best_available_test_pearson_mean,best_available_test_spearman_mean,retained_items_mean,retained_items_std,selected_items_final_mean,selected_items_preselect_mean,retained_models_mean,run_runtime_mean_seconds,stage01_runtime_mean_seconds,stage04_runtime_mean_seconds,stage09_runtime_mean_seconds,run_warning_count_mean,benchmark_warning_count_mean,refused_benchmark_count,joint_available_rate,seed_rmse_std,final_selection_stability_mean,preselect_selection_stability_mean,final_selection_stability_min,preselect_selection_stability_min,final_selection_instability,rmse_rank_within_dataset_stage
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,3,18,6,0.8954542106651314,0.22161416849635812,0.6018628930010056,0.22368853639136524,0.9980751370418299,0.9973768912548847,350.0,0.0,250.0,350.0,5583.5,276.5919819859555,56.39226501403997,5.974899194358538,5.850342194627349,14.0,0.0,0,1.0,0.02204518618780841,0.9428384381902152,1.0,0.8939393939393939,1.0,0.05716156180978482,4
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,3,18,6,0.8900218703377512,0.2241428067713605,0.5992091456338893,0.22164709040314276,0.9980261816892086,0.9972345650051759,350.0,0.0,250.0,350.0,5581.166666666667,282.49632495839614,58.92769854166545,6.180118221983624,6.3975959030212834,14.0,0.0,0,1.0,0.0066210819414496665,0.9402590464070467,1.0,0.9011406844106464,1.0,0.05974095359295328,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005_pb_002,winner_combo,winner plus very light low-tail trimming and a soft point-biserial floor,deterministic_info,False,3,18,6,0.8900218703377512,0.2241428067713605,0.5992091456338893,0.22164709040314276,0.9980261816892086,0.9972345650051759,350.0,0.0,250.0,350.0,5581.166666666667,263.73062497303664,49.54106059728656,5.791292236341785,5.7973496526634944,14.0,0.0,0,1.0,0.0066210819414496665,0.9402590464070467,1.0,0.9011406844106464,1.0,0.05974095359295328,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_001,winner_low_tail,winner plus spec-sized low-tail trimming,deterministic_info,False,3,18,6,0.8852990077030161,0.2170758567215532,0.6003827142248261,0.22201897942904147,0.9980466853572223,0.9973623589538965,350.0,0.0,250.0,350.0,5578.166666666667,295.48262097248033,58.30269312505455,6.20619950001128,6.502660694376876,14.0,0.0,0,1.0,0.004398077456746084,0.948782867410597,1.0,0.8939393939393939,1.0,0.05121713258940297,2
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_002,winner_low_tail,winner plus a slightly stronger low-tail trim,deterministic_info,False,3,18,6,0.878611144973008,0.2332905341697885,0.5921670060511415,0.22441448624494592,0.9980374086208305,0.997294747256061,350.0,0.0,250.0,350.0,5572.666666666667,268.48118011133437,50.371841222009,5.751703347351092,5.7817254719945295,14.0,0.0,0,1.0,0.019917644199675656,0.9411275127652301,1.0,0.8939393939393939,1.0,0.0588724872347699,1
